eval/env+AF8-infos/final/success Mean,eval/env+AF8-infos/final/success Std,eval/env+AF8-infos/final/success Mean,eval/env+AF8-infos/final/success Std
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0.1,0.3
0,0,0.1,0.3
0,0,0.1,0.3
0,0,0.1,0.3
0,0,0.1,0.3
0,0,0.1,0.3
0,0,0.1,0.3
0,0,0.1,0.3
0,0,0.1,0.3
0,0,0.1,0.3
0,0,0.05,0.217944947
0,0,0.05,0.217944947
0,0,0.05,0.217944947
0,0,0.05,0.217944947
0,0,0.05,0.217944947
0,0,0.05,0.217944947
0,0,0.05,0.217944947
0,0,0.05,0.217944947
0,0,0.05,0.217944947
0,0,0.05,0.217944947
0,0,0.6,0.489897949
0,0,0.6,0.489897949
0,0,0.6,0.489897949
0,0,0.6,0.489897949
0,0,0.6,0.489897949
0,0,0.6,0.489897949
0,0,0.6,0.489897949
0,0,0.6,0.489897949
0,0,0.6,0.489897949
0,0,0.6,0.489897949
0,0,0.4,0.489897949
0,0,0.4,0.489897949
0,0,0.4,0.489897949
0,0,0.4,0.489897949
0,0,0.4,0.489897949
0,0,0.4,0.489897949
0,0,0.4,0.489897949
0,0,0.4,0.489897949
0,0,0.4,0.489897949
0,0,0.4,0.489897949
0,0,0.55,0.497493719
0,0,0.55,0.497493719
0,0,0.55,0.497493719
0,0,0.55,0.497493719
0,0,0.55,0.497493719
0,0,0.55,0.497493719
0,0,0.55,0.497493719
0,0,0.55,0.497493719
0,0,0.55,0.497493719
0,0,0.55,0.497493719
0,0,0.85,0.357071421
0,0,0.85,0.357071421
0,0,0.85,0.357071421
0,0,0.85,0.357071421
0,0,0.85,0.357071421
0,0,0.85,0.357071421
0,0,0.85,0.357071421
0,0,0.85,0.357071421
0,0,0.85,0.357071421
0,0,0.85,0.357071421
0,0,0.95,0.217944947
0,0,0.95,0.217944947
0,0,0.95,0.217944947
0,0,0.95,0.217944947
0,0,0.95,0.217944947
0,0,0.95,0.217944947
0,0,0.95,0.217944947
0,0,0.95,0.217944947
0,0,0.95,0.217944947
0,0,0.95,0.217944947
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0.05,0.217944947,1,0
0.05,0.217944947,1,0
0.05,0.217944947,1,0
0.05,0.217944947,1,0
0.05,0.217944947,0.95,0.217944947
0.05,0.217944947,0.95,0.217944947
0.05,0.217944947,0.95,0.217944947
0.05,0.217944947,0.95,0.217944947
0.05,0.217944947,0.95,0.217944947
0.05,0.217944947,0.95,0.217944947
0.25,0.433012702,0.95,0.217944947
0.25,0.433012702,0.95,0.217944947
0.25,0.433012702,0.95,0.217944947
0.25,0.433012702,0.95,0.217944947
0.25,0.433012702,0.95,0.217944947
0.25,0.433012702,0.95,0.217944947
0.25,0.433012702,0.95,0.217944947
0.25,0.433012702,0.95,0.217944947
0.25,0.433012702,0.95,0.217944947
0.25,0.433012702,0.95,0.217944947
0.2,0.4,0.95,0.217944947
0.2,0.4,0.95,0.217944947
0.2,0.4,0.95,0.217944947
0.2,0.4,0.95,0.217944947
0.2,0.4,0.95,0.217944947
0.2,0.4,0.95,0.217944947
0.2,0.4,0.95,0.217944947
0.2,0.4,0.95,0.217944947
0.2,0.4,0.95,0.217944947
0.2,0.4,0.95,0.217944947
0.3,0.458257569,0.95,0.217944947
0.3,0.458257569,0.95,0.217944947
0.3,0.458257569,0.95,0.217944947
0.3,0.458257569,0.95,0.217944947
0.3,0.458257569,1,0
0.3,0.458257569,1,0
0.3,0.458257569,1,0
0.3,0.458257569,1,0
0.3,0.458257569,1,0
0.3,0.458257569,1,0
0.15,0.357071421,1,0
0.15,0.357071421,1,0
0.15,0.357071421,1,0
0.15,0.357071421,1,0
0.15,0.357071421,1,0
0.15,0.357071421,1,0
0.15,0.357071421,1,0
0.15,0.357071421,1,0
0.15,0.357071421,1,0
0.15,0.357071421,1,0
0.25,0.433012702,1,0
0.25,0.433012702,1,0
0.25,0.433012702,1,0
0.25,0.433012702,1,0
0.25,0.433012702,0.9,0.3
0.25,0.433012702,0.9,0.3
0.25,0.433012702,0.9,0.3
0.25,0.433012702,0.9,0.3
0.25,0.433012702,0.9,0.3
0.25,0.433012702,0.9,0.3
0.45,0.497493719,0.9,0.3
0.45,0.497493719,0.9,0.3
0.45,0.497493719,0.9,0.3
0.45,0.497493719,0.9,0.3
0.45,0.497493719,0.95,0.217944947
0.45,0.497493719,0.95,0.217944947
0.45,0.497493719,0.95,0.217944947
0.45,0.497493719,0.95,0.217944947
0.45,0.497493719,0.95,0.217944947
0.45,0.497493719,0.95,0.217944947
0.6,0.489897949,0.95,0.217944947
0.6,0.489897949,0.95,0.217944947
0.6,0.489897949,0.95,0.217944947
0.6,0.489897949,0.95,0.217944947
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.5,0.5,1,0
0.5,0.5,1,0
0.5,0.5,1,0
0.5,0.5,1,0
0.5,0.5,1,0
0.5,0.5,1,0
0.5,0.5,1,0
0.5,0.5,1,0
0.5,0.5,1,0
0.5,0.5,1,0
0.55,0.497493719,1,0
0.55,0.497493719,1,0
0.55,0.497493719,1,0
0.55,0.497493719,1,0
0.55,0.497493719,1,0
0.55,0.497493719,1,0
0.55,0.497493719,1,0
0.55,0.497493719,1,0
0.55,0.497493719,1,0
0.55,0.497493719,1,0
0.35,0.476969601,1,0
0.35,0.476969601,1,0
0.35,0.476969601,1,0
0.35,0.476969601,1,0
0.35,0.476969601,1,0
0.35,0.476969601,1,0
0.35,0.476969601,1,0
0.35,0.476969601,1,0
0.35,0.476969601,1,0
0.35,0.476969601,1,0
0.5,0.5,1,0
0.5,0.5,1,0
0.5,0.5,1,0
0.5,0.5,1,0
0.5,0.5,0.95,0.217944947
0.5,0.5,0.95,0.217944947
0.5,0.5,0.95,0.217944947
0.5,0.5,0.95,0.217944947
0.5,0.5,0.95,0.217944947
0.5,0.5,0.95,0.217944947
0.55,0.497493719,0.95,0.217944947
0.55,0.497493719,0.95,0.217944947
0.55,0.497493719,0.95,0.217944947
0.55,0.497493719,0.95,0.217944947
0.55,0.497493719,1,0
0.55,0.497493719,1,0
0.55,0.497493719,1,0
0.55,0.497493719,1,0
0.55,0.497493719,1,0
0.55,0.497493719,1,0
0.35,0.476969601,1,0
0.35,0.476969601,1,0
0.35,0.476969601,1,0
0.35,0.476969601,1,0
0.35,0.476969601,1,0
0.35,0.476969601,1,0
0.35,0.476969601,1,0
0.35,0.476969601,1,0
0.35,0.476969601,1,0
0.35,0.476969601,1,0
0.5,0.5,1,0
0.5,0.5,1,0
0.5,0.5,1,0
0.5,0.5,1,0
0.5,0.5,1,0
0.5,0.5,1,0
0.5,0.5,1,0
0.5,0.5,1,0
0.5,0.5,1,0
0.5,0.5,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.6,0.489897949,1,0
0.65,0.476969601,1,0
0.65,0.476969601,1,0
0.65,0.476969601,1,0
0.65,0.476969601,1,0
0.65,0.476969601,1,0
0.65,0.476969601,1,0
0.65,0.476969601,1,0
0.65,0.476969601,1,0
0.65,0.476969601,1,0
0.65,0.476969601,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.7,0.458257569,1,0
0.7,0.458257569,1,0
0.7,0.458257569,1,0
0.7,0.458257569,1,0
0.7,0.458257569,1,0
0.7,0.458257569,1,0
0.7,0.458257569,1,0
0.7,0.458257569,1,0
0.7,0.458257569,1,0
0.7,0.458257569,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.75,0.433012702,1,0
0.75,0.433012702,1,0
0.75,0.433012702,1,0
0.75,0.433012702,1,0
0.75,0.433012702,1,0
0.75,0.433012702,1,0
0.75,0.433012702,1,0
0.75,0.433012702,1,0
0.75,0.433012702,1,0
0.75,0.433012702,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.75,0.433012702,0.95,0.217944947
0.75,0.433012702,0.95,0.217944947
0.75,0.433012702,0.95,0.217944947
0.75,0.433012702,0.95,0.217944947
0.75,0.433012702,1,0
0.75,0.433012702,1,0
0.75,0.433012702,1,0
0.75,0.433012702,1,0
0.75,0.433012702,1,0
0.75,0.433012702,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.75,0.433012702,1,0
0.75,0.433012702,1,0
0.75,0.433012702,1,0
0.75,0.433012702,1,0
0.75,0.433012702,1,0
0.75,0.433012702,1,0
0.75,0.433012702,1,0
0.75,0.433012702,1,0
0.75,0.433012702,1,0
0.75,0.433012702,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.8,0.4,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,0.95,0.217944947
0.9,0.3,0.95,0.217944947
0.9,0.3,0.95,0.217944947
0.9,0.3,0.95,0.217944947
0.9,0.3,0.95,0.217944947
0.9,0.3,0.95,0.217944947
0.9,0.3,0.95,0.217944947
0.9,0.3,0.95,0.217944947
0.9,0.3,0.95,0.217944947
0.9,0.3,0.95,0.217944947
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.85,0.357071421,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,0.95,0.217944947
1,0,0.95,0.217944947
1,0,0.95,0.217944947
1,0,0.95,0.217944947
1,0,0.95,0.217944947
1,0,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,0.85,0.357071421
0.95,0.217944947,0.85,0.357071421
0.95,0.217944947,0.85,0.357071421
0.95,0.217944947,0.85,0.357071421
0.95,0.217944947,0.85,0.357071421
0.95,0.217944947,0.85,0.357071421
1,0,0.85,0.357071421
1,0,0.85,0.357071421
1,0,0.85,0.357071421
1,0,0.85,0.357071421
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,0.9,0.3
0.95,0.217944947,0.9,0.3
0.95,0.217944947,0.9,0.3
0.95,0.217944947,0.9,0.3
0.95,0.217944947,0.9,0.3
0.95,0.217944947,0.9,0.3
1,0,0.9,0.3
1,0,0.9,0.3
1,0,0.9,0.3
1,0,0.9,0.3
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
1,0,0.95,0.217944947
1,0,0.95,0.217944947
1,0,0.95,0.217944947
1,0,0.95,0.217944947
1,0,0.95,0.217944947
1,0,0.95,0.217944947
1,0,0.95,0.217944947
1,0,0.95,0.217944947
1,0,0.95,0.217944947
1,0,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
1,0,0.95,0.217944947
1,0,0.95,0.217944947
1,0,0.95,0.217944947
1,0,0.95,0.217944947
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,0.95,0.217944947
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
0.9,0.3,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
0.95,0.217944947,1,0
